dataset,rep,M,S,MS,rf_acc,rf_rmin,rf_rmaj,K0_alpha,K0_acc,K0_rmin,K0_rmaj,K10_alpha,K10_acc,K10_rmin,K10_rmaj,K20_alpha,K20_acc,K20_rmin,K20_rmaj,K30_alpha,K30_acc,K30_rmin,K30_rmaj
parkinsons,23,0.088235,0.200852,0.017722,0.898305,0.733333,0.954545,1.000000,0.915254,0.733333,0.977273,1.177222,0.915254,0.733333,0.977273,1.354444,0.898305,0.733333,0.954545,1.531666,0.881356,0.733333,0.931818
parkinsons,24,0.102941,0.192887,0.019856,0.932203,0.733333,1.000000,1.000000,0.932203,0.733333,1.000000,1.198560,0.932203,0.733333,1.000000,1.397120,0.949153,0.800000,1.000000,1.595680,0.949153,0.800000,1.000000
parkinsons,25,0.073529,0.043550,0.003202,0.864407,0.666667,0.931818,1.000000,0.898305,0.800000,0.931818,1.032022,0.898305,0.800000,0.931818,1.064044,0.898305,0.800000,0.931818,1.096067,0.898305,0.800000,0.931818
parkinsons,26,0.095588,0.154154,0.014735,0.898305,0.600000,1.000000,1.000000,0.915254,0.666667,1.000000,1.147353,0.915254,0.666667,1.000000,1.294707,0.915254,0.666667,1.000000,1.442060,0.915254,0.666667,1.000000
parkinsons,27,0.088235,0.287351,0.025355,0.881356,0.800000,0.909091,1.000000,0.915254,0.800000,0.954545,1.253545,0.915254,0.800000,0.954545,1.507091,0.915254,0.800000,0.954545,1.760636,0.915254,0.800000,0.954545
parkinsons,28,0.095588,0.251010,0.023994,0.966102,0.933333,0.977273,1.000000,0.966102,0.933333,0.977273,1.239936,0.966102,0.933333,0.977273,1.479873,0.966102,0.933333,0.977273,1.719809,0.966102,0.933333,0.977273
parkinsons,29,0.073529,0.342337,0.025172,0.881356,0.533333,1.000000,1.000000,0.881356,0.533333,1.000000,1.251719,0.881356,0.533333,1.000000,1.503437,0.881356,0.533333,1.000000,1.755156,0.881356,0.533333,1.000000
sonar,0,0.248276,0.135673,0.033684,0.825397,0.655172,0.970588,1.000000,0.841270,0.689655,0.970588,1.336844,0.841270,0.689655,0.970588,1.673688,0.825397,0.655172,0.970588,2.010532,0.825397,0.655172,0.970588
sonar,1,0.303448,0.135246,0.041040,0.873016,0.758621,0.970588,1.000000,0.873016,0.758621,0.970588,1.410402,0.873016,0.758621,0.970588,1.820805,0.873016,0.758621,0.970588,2.231207,0.873016,0.758621,0.970588
sonar,2,0.275862,0.162194,0.044743,0.793651,0.655172,0.911765,1.000000,0.793651,0.655172,0.911765,1.447431,0.793651,0.655172,0.911765,1.894863,0.809524,0.655172,0.941176,2.342294,0.809524,0.655172,0.941176
sonar,3,0.303448,0.128717,0.039059,0.777778,0.655172,0.882353,1.000000,0.777778,0.655172,0.882353,1.390589,0.777778,0.655172,0.882353,1.781178,0.777778,0.655172,0.882353,2.171767,0.777778,0.655172,0.882353
sonar,4,0.275862,0.213530,0.058905,0.777778,0.551724,0.970588,1.000000,0.777778,0.551724,0.970588,1.589048,0.777778,0.551724,0.970588,2.178096,0.777778,0.551724,0.970588,2.767145,0.777778,0.551724,0.970588
sonar,5,0.193103,0.152278,0.029405,0.650794,0.620690,0.676471,1.000000,0.698413,0.620690,0.764706,1.294053,0.698413,0.620690,0.764706,1.588107,0.698413,0.620690,0.764706,1.882160,0.698413,0.620690,0.764706
sonar,6,0.241379,0.239106,0.057715,0.793651,0.724138,0.852941,1.000000,0.793651,0.724138,0.852941,1.577152,0.793651,0.724138,0.852941,2.154304,0.793651,0.724138,0.852941,2.731455,0.793651,0.724138,0.852941
sonar,7,0.310345,0.132629,0.041161,0.825397,0.758621,0.882353,1.000000,0.825397,0.758621,0.882353,1.411607,0.825397,0.758621,0.882353,1.823213,0.825397,0.758621,0.882353,2.234820,0.825397,0.758621,0.882353
sonar,8,0.289655,0.156401,0.045302,0.809524,0.724138,0.882353,1.000000,0.825397,0.758621,0.882353,1.453023,0.825397,0.758621,0.882353,1.906045,0.825397,0.758621,0.882353,2.359068,0.825397,0.758621,0.882353
sonar,9,0.200000,0.167494,0.033499,0.777778,0.551724,0.970588,1.000000,0.777778,0.551724,0.970588,1.334989,0.777778,0.551724,0.970588,1.669978,0.777778,0.551724,0.970588,2.004967,0.793651,0.586207,0.970588
sonar,10,0.275862,0.169620,0.046792,0.809524,0.655172,0.941176,1.000000,0.825397,0.655172,0.970588,1.467918,0.825397,0.655172,0.970588,1.935836,0.825397,0.655172,0.970588,2.403754,0.825397,0.655172,0.970588
sonar,11,0.317241,0.164830,0.052291,0.873016,0.896552,0.852941,1.000000,0.873016,0.896552,0.852941,1.522909,0.873016,0.896552,0.852941,2.045817,0.873016,0.896552,0.852941,2.568726,0.873016,0.896552,0.852941
sonar,12,0.282759,0.118032,0.033375,0.888889,0.931034,0.852941,1.000000,0.888889,0.931034,0.852941,1.333745,0.888889,0.931034,0.852941,1.667491,0.888889,0.931034,0.852941,2.001236,0.888889,0.931034,0.852941
sonar,13,0.303448,0.107643,0.032664,0.841270,0.689655,0.970588,1.000000,0.873016,0.758621,0.970588,1.326641,0.873016,0.758621,0.970588,1.653282,0.873016,0.758621,0.970588,1.979923,0.873016,0.758621,0.970588
sonar,14,0.282759,0.142080,0.040174,0.904762,0.827586,0.970588,1.000000,0.888889,0.827586,0.941176,1.401743,0.888889,0.827586,0.941176,1.803486,0.904762,0.862069,0.941176,2.205229,0.904762,0.862069,0.941176
sonar,15,0.248276,0.136446,0.033876,0.841270,0.827586,0.852941,1.000000,0.841270,0.827586,0.852941,1.338761,0.841270,0.827586,0.852941,1.677522,0.841270,0.827586,0.852941,2.016284,0.841270,0.827586,0.852941
sonar,16,0.337931,0.145807,0.049273,0.888889,0.862069,0.911765,1.000000,0.873016,0.827586,0.911765,1.492729,0.873016,0.827586,0.911765,1.985457,0.873016,0.827586,0.911765,2.478186,0.873016,0.827586,0.911765
sonar,17,0.262069,0.137153,0.035944,0.857143,0.758621,0.941176,1.000000,0.857143,0.758621,0.941176,1.359436,0.857143,0.758621,0.941176,1.718871,0.841270,0.758621,0.911765,2.078307,0.841270,0.758621,0.911765
sonar,18,0.358621,0.148248,0.053165,0.888889,0.793103,0.970588,1.000000,0.873016,0.758621,0.970588,1.531646,0.873016,0.758621,0.970588,2.063293,0.873016,0.758621,0.970588,2.594939,0.857143,0.724138,0.970588
sonar,19,0.289655,0.127378,0.036896,0.841270,0.724138,0.941176,1.000000,0.841270,0.724138,0.941176,1.368956,0.841270,0.724138,0.941176,1.737913,0.841270,0.724138,0.941176,2.106869,0.841270,0.724138,0.941176
sonar,20,0.179310,0.205278,0.036809,0.587302,0.586207,0.588235,1.000000,0.571429,0.586207,0.558824,1.368086,0.571429,0.586207,0.558824,1.736171,0.571429,0.586207,0.558824,2.104257,0.571429,0.586207,0.558824
sonar,21,0.289655,0.123981,0.035912,0.809524,0.758621,0.852941,1.000000,0.825397,0.758621,0.882353,1.359119,0.825397,0.758621,0.882353,1.718238,0.825397,0.758621,0.882353,2.077356,0.825397,0.758621,0.882353
sonar,22,0.227586,0.107160,0.024388,0.746032,0.586207,0.882353,1.000000,0.746032,0.586207,0.882353,1.243882,0.746032,0.586207,0.882353,1.487765,0.761905,0.620690,0.882353,1.731647,0.777778,0.620690,0.911765
sonar,23,0.234483,0.159307,0.037355,0.809524,0.689655,0.911765,1.000000,0.809524,0.689655,0.911765,1.373547,0.809524,0.689655,0.911765,1.747094,0.825397,0.724138,0.911765,2.120640,0.825397,0.724138,0.911765
sonar,24,0.255172,0.132683,0.033857,0.793651,0.758621,0.823529,1.000000,0.793651,0.758621,0.823529,1.338570,0.793651,0.758621,0.823529,1.677139,0.793651,0.758621,0.823529,2.015709,0.793651,0.758621,0.823529
sonar,25,0.241379,0.162759,0.039287,0.746032,0.620690,0.852941,1.000000,0.746032,0.620690,0.852941,1.392865,0.730159,0.586207,0.852941,1.785731,0.730159,0.586207,0.852941,2.178596,0.730159,0.586207,0.852941
sonar,26,0.296552,0.169508,0.050268,0.825397,0.793103,0.852941,1.000000,0.825397,0.793103,0.852941,1.502679,0.825397,0.793103,0.852941,2.005358,0.825397,0.793103,0.852941,2.508036,0.825397,0.793103,0.852941
sonar,27,0.324138,0.084681,0.027448,0.841270,0.827586,0.852941,1.000000,0.841270,0.827586,0.852941,1.274484,0.841270,0.827586,0.852941,1.548969,0.857143,0.827586,0.882353,1.823453,0.857143,0.827586,0.882353
sonar,28,0.282759,0.139086,0.039328,0.857143,0.724138,0.970588,1.000000,0.857143,0.724138,0.970588,1.393279,0.857143,0.724138,0.970588,1.786558,0.857143,0.724138,0.970588,2.179836,0.857143,0.724138,0.970588
sonar,29,0.234483,0.117886,0.027642,0.809524,0.827586,0.794118,1.000000,0.809524,0.827586,0.794118,1.276422,0.809524,0.827586,0.794118,1.552844,0.825397,0.862069,0.794118,1.829266,0.825397,0.862069,0.794118
heart-statlog,0,0.185185,0.308289,0.057090,0.864198,0.888889,0.844444,1.000000,0.876543,0.888889,0.866667,1.570905,0.876543,0.888889,0.866667,2.141810,0.876543,0.888889,0.866667,2.712714,0.888889,0.888889,0.888889
heart-statlog,1,0.195767,0.369862,0.072407,0.802469,0.722222,0.866667,1.000000,0.827160,0.777778,0.866667,1.724069,0.839506,0.777778,0.888889,2.448138,0.827160,0.750000,0.888889,3.172206,0.827160,0.750000,0.888889
heart-statlog,2,0.164021,0.279132,0.045784,0.814815,0.805556,0.822222,1.000000,0.814815,0.805556,0.822222,1.457836,0.827160,0.805556,0.844444,1.915672,0.827160,0.805556,0.844444,2.373507,0.839506,0.805556,0.866667
heart-statlog,3,0.153439,0.205713,0.031564,0.876543,0.777778,0.955556,1.000000,0.876543,0.777778,0.955556,1.315644,0.876543,0.777778,0.955556,1.631288,0.876543,0.777778,0.955556,1.946932,0.864198,0.750000,0.955556
heart-statlog,4,0.142857,0.194246,0.027749,0.851852,0.750000,0.933333,1.000000,0.864198,0.750000,0.955556,1.277494,0.864198,0.750000,0.955556,1.554988,0.864198,0.750000,0.955556,1.832481,0.864198,0.750000,0.955556
heart-statlog,5,0.169312,0.200070,0.033874,0.839506,0.777778,0.888889,1.000000,0.839506,0.777778,0.888889,1.338743,0.851852,0.805556,0.888889,1.677486,0.851852,0.805556,0.888889,2.016229,0.851852,0.805556,0.888889
heart-statlog,6,0.121693,0.173750,0.021144,0.777778,0.527778,0.977778,1.000000,0.777778,0.527778,0.977778,1.211441,0.777778,0.527778,0.977778,1.422883,0.790123,0.555556,0.977778,1.634324,0.790123,0.555556,0.977778
heart-statlog,7,0.153439,0.204764,0.031419,0.851852,0.750000,0.933333,1.000000,0.851852,0.722222,0.955556,1.314189,0.851852,0.722222,0.955556,1.628378,0.851852,0.722222,0.955556,1.942566,0.851852,0.722222,0.955556
heart-statlog,8,0.148148,0.193162,0.028617,0.864198,0.833333,0.888889,1.000000,0.864198,0.833333,0.888889,1.286166,0.864198,0.833333,0.888889,1.572332,0.864198,0.833333,0.888889,1.858498,0.864198,0.833333,0.888889
heart-statlog,9,0.137566,0.206983,0.028474,0.839506,0.805556,0.866667,1.000000,0.839506,0.805556,0.866667,1.284738,0.839506,0.805556,0.866667,1.569477,0.839506,0.805556,0.866667,1.854215,0.839506,0.805556,0.866667
heart-statlog,10,0.158730,0.131807,0.020922,0.851852,0.722222,0.955556,1.000000,0.851852,0.722222,0.955556,1.209217,0.851852,0.722222,0.955556,1.418434,0.851852,0.722222,0.955556,1.627651,0.851852,0.722222,0.955556
heart-statlog,11,0.174603,0.192140,0.033548,0.827160,0.750000,0.888889,1.000000,0.814815,0.722222,0.888889,1.335482,0.814815,0.722222,0.888889,1.670965,0.814815,0.722222,0.888889,2.006447,0.814815,0.722222,0.888889
heart-statlog,12,0.121693,0.148533,0.018075,0.802469,0.777778,0.822222,1.000000,0.802469,0.777778,0.822222,1.180755,0.802469,0.777778,0.822222,1.361509,0.802469,0.777778,0.822222,1.542264,0.802469,0.777778,0.822222
heart-statlog,13,0.132275,0.221166,0.029255,0.851852,0.777778,0.911111,1.000000,0.851852,0.777778,0.911111,1.292548,0.851852,0.777778,0.911111,1.585096,0.864198,0.777778,0.933333,1.877644,0.864198,0.777778,0.933333
heart-statlog,14,0.206349,0.233496,0.048182,0.851852,0.888889,0.822222,1.000000,0.839506,0.861111,0.822222,1.481816,0.839506,0.861111,0.822222,1.963633,0.839506,0.861111,0.822222,2.445449,0.839506,0.861111,0.822222
heart-statlog,15,0.142857,0.289324,0.041332,0.876543,0.805556,0.933333,1.000000,0.876543,0.805556,0.933333,1.413320,0.876543,0.805556,0.933333,1.826640,0.876543,0.805556,0.933333,2.239960,0.876543,0.805556,0.933333
heart-statlog,16,0.126984,0.151377,0.019223,0.802469,0.750000,0.844444,1.000000,0.802469,0.750000,0.844444,1.192225,0.802469,0.750000,0.844444,1.384450,0.802469,0.750000,0.844444,1.576675,0.814815,0.750000,0.866667
heart-statlog,17,0.137566,0.184060,0.025320,0.827160,0.833333,0.822222,1.000000,0.827160,0.833333,0.822222,1.253204,0.827160,0.833333,0.822222,1.506408,0.827160,0.833333,0.822222,1.759612,0.827160,0.833333,0.822222
heart-statlog,18,0.121693,0.314382,0.038258,0.876543,0.750000,0.977778,1.000000,0.876543,0.750000,0.977778,1.382581,0.888889,0.777778,0.977778,1.765163,0.888889,0.777778,0.977778,2.147744,0.888889,0.777778,0.977778
heart-statlog,19,0.148148,0.224383,0.033242,0.839506,0.805556,0.866667,1.000000,0.851852,0.805556,0.888889,1.332419,0.851852,0.805556,0.888889,1.664837,0.851852,0.805556,0.888889,1.997256,0.851852,0.805556,0.888889
heart-statlog,20,0.174603,0.170547,0.029778,0.753086,0.611111,0.866667,1.000000,0.753086,0.611111,0.866667,1.297781,0.753086,0.611111,0.866667,1.595561,0.753086,0.611111,0.866667,1.893342,0.753086,0.611111,0.866667
heart-statlog,21,0.195767,0.326124,0.063844,0.814815,0.777778,0.844444,1.000000,0.814815,0.777778,0.844444,1.638444,0.827160,0.777778,0.866667,2.276888,0.839506,0.777778,0.888889,2.915331,0.839506,0.777778,0.888889
heart-statlog,22,0.132275,0.276975,0.036637,0.827160,0.694444,0.933333,1.000000,0.827160,0.694444,0.933333,1.366369,0.827160,0.694444,0.933333,1.732737,0.827160,0.694444,0.933333,2.099106,0.827160,0.694444,0.933333
heart-statlog,23,0.137566,0.086103,0.011845,0.827160,0.750000,0.888889,1.000000,0.827160,0.750000,0.888889,1.118448,0.827160,0.750000,0.888889,1.236897,0.839506,0.750000,0.911111,1.355345,0.839506,0.750000,0.911111
heart-statlog,24,0.174603,0.251598,0.043930,0.802469,0.750000,0.844444,1.000000,0.802469,0.750000,0.844444,1.439299,0.802469,0.750000,0.844444,1.878598,0.802469,0.750000,0.844444,2.317896,0.802469,0.750000,0.844444
heart-statlog,25,0.116402,0.289437,0.033691,0.839506,0.777778,0.888889,1.000000,0.839506,0.777778,0.888889,1.336910,0.839506,0.777778,0.888889,1.673820,0.839506,0.777778,0.888889,2.010731,0.839506,0.777778,0.888889
heart-statlog,26,0.190476,0.195640,0.037265,0.802469,0.722222,0.866667,1.000000,0.802469,0.722222,0.866667,1.372648,0.814815,0.750000,0.866667,1.745295,0.814815,0.750000,0.866667,2.117943,0.814815,0.750000,0.866667
heart-statlog,27,0.153439,0.250399,0.038421,0.790123,0.694444,0.866667,1.000000,0.790123,0.694444,0.866667,1.384210,0.790123,0.694444,0.866667,1.768419,0.790123,0.694444,0.866667,2.152629,0.790123,0.694444,0.866667
heart-statlog,28,0.126984,0.212848,0.027028,0.827160,0.722222,0.911111,1.000000,0.839506,0.750000,0.911111,1.270283,0.839506,0.750000,0.911111,1.540567,0.839506,0.750000,0.911111,1.810850,0.839506,0.750000,0.911111
heart-statlog,29,0.158730,0.322392,0.051173,0.814815,0.805556,0.822222,1.000000,0.814815,0.805556,0.822222,1.511733,0.814815,0.805556,0.822222,2.023466,0.827160,0.805556,0.844444,2.535199,0.827160,0.805556,0.844444
haberman,0,0.140187,0.283488,0.039741,0.684783,0.166667,0.867647,1.000000,0.684783,0.208333,0.852941,1.397413,0.673913,0.208333,0.838235,1.794826,0.684783,0.208333,0.852941,2.192239,0.684783,0.208333,0.852941
haberman,1,0.144860,0.082756,0.011988,0.728261,0.166667,0.926471,1.000000,0.728261,0.166667,0.926471,1.119880,0.728261,0.166667,0.926471,1.239760,0.717391,0.166667,0.911765,1.359639,0.717391,0.166667,0.911765
haberman,2,0.130841,0.287901,0.037669,0.597826,0.416667,0.661765,1.000000,0.597826,0.416667,0.661765,1.376693,0.597826,0.416667,0.661765,1.753387,0.597826,0.416667,0.661765,2.130080,0.608696,0.458333,0.661765
haberman,3,0.200935,0.056799,0.011413,0.695652,0.416667,0.794118,1.000000,0.695652,0.416667,0.794118,1.114129,0.695652,0.416667,0.794118,1.228258,0.695652,0.416667,0.794118,1.342387,0.695652,0.416667,0.794118
haberman,4,0.135514,0.102451,0.013884,0.673913,0.291667,0.808824,1.000000,0.673913,0.291667,0.808824,1.138836,0.684783,0.291667,0.823529,1.277672,0.684783,0.291667,0.823529,1.416508,0.684783,0.291667,0.823529
haberman,5,0.112150,0.352535,0.039537,0.641304,0.375000,0.735294,1.000000,0.630435,0.333333,0.735294,1.395366,0.630435,0.333333,0.735294,1.790732,0.619565,0.333333,0.720588,2.186098,0.608696,0.333333,0.705882
haberman,6,0.126168,0.131572,0.016600,0.706522,0.375000,0.823529,1.000000,0.706522,0.375000,0.823529,1.166002,0.706522,0.375000,0.823529,1.332004,0.706522,0.375000,0.823529,1.498005,0.695652,0.375000,0.808824
haberman,7,0.126168,0.334259,0.042173,0.706522,0.208333,0.882353,1.000000,0.695652,0.166667,0.882353,1.421729,0.706522,0.208333,0.882353,1.843458,0.706522,0.208333,0.882353,2.265188,0.717391,0.250000,0.882353
haberman,8,0.182243,0.138356,0.025214,0.717391,0.333333,0.852941,1.000000,0.728261,0.333333,0.867647,1.252143,0.750000,0.416667,0.867647,1.504287,0.750000,0.416667,0.867647,1.756430,0.750000,0.416667,0.867647
haberman,9,0.172897,0.048613,0.008405,0.673913,0.208333,0.838235,1.000000,0.695652,0.291667,0.838235,1.084050,0.695652,0.291667,0.838235,1.168100,0.695652,0.291667,0.838235,1.252150,0.706522,0.291667,0.852941
haberman,10,0.172897,0.054255,0.009381,0.695652,0.250000,0.852941,1.000000,0.695652,0.250000,0.852941,1.093805,0.695652,0.250000,0.852941,1.187610,0.706522,0.250000,0.867647,1.281415,0.706522,0.250000,0.867647
haberman,11,0.126168,0.278582,0.035148,0.695652,0.083333,0.911765,1.000000,0.673913,0.083333,0.882353,1.351482,0.663043,0.083333,0.867647,1.702963,0.663043,0.083333,0.867647,2.054445,0.663043,0.083333,0.867647
haberman,12,0.186916,0.125126,0.023388,0.771739,0.333333,0.926471,1.000000,0.782609,0.333333,0.941176,1.233880,0.782609,0.333333,0.941176,1.467760,0.793478,0.333333,0.955882,1.701640,0.793478,0.333333,0.955882
haberman,13,0.163551,0.112724,0.018436,0.717391,0.250000,0.882353,1.000000,0.717391,0.250000,0.882353,1.184362,0.717391,0.250000,0.882353,1.368725,0.717391,0.250000,0.882353,1.553087,0.717391,0.250000,0.882353
haberman,14,0.186916,0.109503,0.020468,0.684783,0.333333,0.808824,1.000000,0.684783,0.333333,0.808824,1.204678,0.695652,0.333333,0.823529,1.409357,0.695652,0.333333,0.823529,1.614035,0.695652,0.333333,0.823529
haberman,15,0.135514,0.295794,0.040084,0.739130,0.291667,0.897059,1.000000,0.739130,0.333333,0.882353,1.400843,0.739130,0.333333,0.882353,1.801686,0.728261,0.291667,0.882353,2.202528,0.728261,0.250000,0.897059
haberman,16,0.163551,0.098395,0.016093,0.717391,0.208333,0.897059,1.000000,0.728261,0.208333,0.911765,1.160927,0.717391,0.208333,0.897059,1.321854,0.717391,0.208333,0.897059,1.482780,0.717391,0.208333,0.897059
haberman,17,0.158879,0.049437,0.007854,0.673913,0.291667,0.808824,1.000000,0.673913,0.333333,0.794118,1.078545,0.673913,0.333333,0.794118,1.157089,0.695652,0.416667,0.794118,1.235634,0.695652,0.416667,0.794118
haberman,18,0.121495,0.093630,0.011376,0.706522,0.291667,0.852941,1.000000,0.728261,0.291667,0.882353,1.113756,0.717391,0.291667,0.867647,1.227512,0.717391,0.291667,0.867647,1.341268,0.717391,0.291667,0.867647
haberman,19,0.140187,0.155333,0.021776,0.728261,0.250000,0.897059,1.000000,0.750000,0.375000,0.882353,1.217756,0.750000,0.375000,0.882353,1.435512,0.750000,0.375000,0.882353,1.653268,0.760870,0.416667,0.882353
haberman,20,0.149533,0.233461,0.034910,0.663043,0.208333,0.823529,1.000000,0.673913,0.208333,0.838235,1.349101,0.673913,0.208333,0.838235,1.698201,0.673913,0.208333,0.838235,2.047302,0.684783,0.250000,0.838235
haberman,21,0.172897,0.108625,0.018781,0.695652,0.333333,0.823529,1.000000,0.695652,0.333333,0.823529,1.187810,0.706522,0.333333,0.838235,1.375621,0.717391,0.333333,0.852941,1.563431,0.728261,0.333333,0.867647
haberman,22,0.158879,0.051116,0.008121,0.695652,0.291667,0.838235,1.000000,0.695652,0.291667,0.838235,1.081212,0.695652,0.291667,0.838235,1.162424,0.695652,0.291667,0.838235,1.243636,0.695652,0.291667,0.838235
haberman,23,0.126168,0.129712,0.016366,0.717391,0.125000,0.926471,1.000000,0.717391,0.125000,0.926471,1.163655,0.706522,0.125000,0.911765,1.327311,0.706522,0.125000,0.911765,1.490966,0.706522,0.125000,0.911765
haberman,24,0.177570,0.084912,0.015078,0.793478,0.416667,0.926471,1.000000,0.782609,0.375000,0.926471,1.150777,0.782609,0.375000,0.926471,1.301555,0.793478,0.416667,0.926471,1.452332,0.793478,0.416667,0.926471
haberman,25,0.168224,0.117156,0.019708,0.684783,0.166667,0.867647,1.000000,0.684783,0.166667,0.867647,1.197085,0.684783,0.166667,0.867647,1.394169,0.684783,0.166667,0.867647,1.591254,0.684783,0.166667,0.867647
haberman,26,0.116822,0.056579,0.006610,0.750000,0.333333,0.897059,1.000000,0.739130,0.333333,0.882353,1.066097,0.739130,0.333333,0.882353,1.132193,0.739130,0.333333,0.882353,1.198290,0.739130,0.333333,0.882353
haberman,27,0.154206,0.096160,0.014828,0.750000,0.291667,0.911765,1.000000,0.739130,0.250000,0.911765,1.148284,0.739130,0.250000,0.911765,1.296567,0.739130,0.250000,0.911765,1.444851,0.739130,0.250000,0.911765
haberman,28,0.149533,0.112024,0.016751,0.684783,0.375000,0.794118,1.000000,0.684783,0.375000,0.794118,1.167512,0.684783,0.375000,0.794118,1.335025,0.684783,0.375000,0.794118,1.502537,0.684783,0.375000,0.794118
haberman,29,0.144860,0.267828,0.038797,0.706522,0.375000,0.823529,1.000000,0.695652,0.416667,0.794118,1.387975,0.695652,0.416667,0.794118,1.775950,0.695652,0.416667,0.794118,2.163925,0.695652,0.416667,0.794118
spect,0,0.080645,0.071641,0.005778,0.851852,0.470588,0.953125,1.000000,0.851852,0.470588,0.953125,1.057775,0.851852,0.470588,0.953125,1.115551,0.851852,0.470588,0.953125,1.173326,0.851852,0.470588,0.953125
spect,1,0.086022,0.081488,0.007010,0.839506,0.647059,0.890625,1.000000,0.851852,0.705882,0.890625,1.070097,0.851852,0.705882,0.890625,1.140195,0.851852,0.705882,0.890625,1.210292,0.851852,0.705882,0.890625
